State,Measure,Year,Value
KS,Concentrated Disadvantage,2021,14.9
KS,Concentrated Disadvantage,2022,14.9
KS,Concentrated Disadvantage,2023,14.9
KS,Food Insecurity,2018,11.3
KS,Food Insecurity,2019,11.3
KS,Food Insecurity,2020,11.3
KS,Food Insecurity,2021,10.6
KS,Food Insecurity,2022,10.6
KS,Food Insecurity,2023,10.6
KS,Gender Pay Gap,2018,78.4
KS,Gender Pay Gap,2019,79.2
KS,Gender Pay Gap,2020,79.65
KS,Gender Pay Gap,2021,80.1
KS,Gender Pay Gap,2022,76.8
KS,Gender Pay Gap,2023,78.8
KS,Infant Child Care Affordability,2018,13.1
KS,Infant Child Care Affordability,2019,14.6
KS,Infant Child Care Affordability,2020,14.3
KS,Infant Child Care Affordability,2021,13.5
KS,Infant Child Care Affordability,2022,15.8
KS,Infant Child Care Affordability,2023,14.0
KS,Infant Mortality,2018,5.9
KS,Infant Mortality,2019,5.9
KS,Infant Mortality,2020,6.0
KS,Infant Mortality,2021,5.6
KS,Infant Mortality,2022,5.6
KS,Infant Mortality,2023,5.5
KS,Low Birth Weight,2018,7.4
KS,Low Birth Weight,2019,7.6
KS,Low Birth Weight,2020,7.2
KS,Low Birth Weight,2021,7.4
KS,Low Birth Weight,2022,7.8
KS,Low Birth Weight,2023,7.6
KS,Low-Risk Cesarean Delivery,2018,24.2
KS,Low-Risk Cesarean Delivery,2019,24.3
KS,Low-Risk Cesarean Delivery,2020,24.6
KS,Low-Risk Cesarean Delivery,2021,23.9
KS,Low-Risk Cesarean Delivery,2022,24.6
KS,Low-Risk Cesarean Delivery,2023,24.8
KS,Maternal Mortality,2018,22.8
KS,Maternal Mortality,2019,23.1
KS,Maternal Mortality,2020,23.1
KS,Maternal Mortality,2021,23.1
KS,Maternal Mortality,2022,23.1
KS,Maternal Mortality,2023,23.1
KS,Maternity Care Desert,2018,7.0
KS,Maternity Care Desert,2019,7.0
KS,Maternity Care Desert,2020,7.0
KS,Maternity Care Desert,2021,7.0
KS,Maternity Care Desert,2022,7.0
KS,Maternity Care Desert,2023,7.0
KS,Maternity Practices Score,2018,79.0
KS,Maternity Practices Score,2019,81.0
KS,Maternity Practices Score,2020,83.0
KS,Maternity Practices Score,2021,82.5
KS,Maternity Practices Score,2022,82.0
KS,Maternity Practices Score,2023,82.0
KS,Neonatal Mortality,2018,3.9
KS,Neonatal Mortality,2019,3.9
KS,Neonatal Mortality,2020,3.8
KS,Neonatal Mortality,2021,3.8
KS,Neonatal Mortality,2022,3.5
KS,Neonatal Mortality,2023,3.5
KS,Postpartum Depression,2018,14.7
KS,Postpartum Depression,2019,13.5
KS,Postpartum Depression,2020,14.3
KS,Postpartum Depression,2021,15.1
KS,Postpartum Depression,2022,11.9
KS,Postpartum Depression,2023,16.3
KS,Postpartum Visit,2018,90.6
KS,Postpartum Visit,2019,92.5
KS,Postpartum Visit,2020,89.6
KS,Postpartum Visit,2021,91.7
KS,Postpartum Visit,2022,92.1
KS,Postpartum Visit,2023,91.0
KS,Poverty,2018,12.1
KS,Poverty,2019,11.6
KS,Poverty,2020,11.899999999999999
KS,Poverty,2021,12.2
KS,Poverty,2022,12.6
KS,Poverty,2023,11.7
KS,Severe Maternal Morbidity,2018,62.1
KS,Severe Maternal Morbidity,2019,66.2
KS,Severe Maternal Morbidity,2020,71.8
KS,Severe Maternal Morbidity,2021,70.7
KS,Severe Maternal Morbidity,2022,68.9
KS,Severe Maternal Morbidity,2023,68.9
KS,Smoking During Pregnancy,2018,9.5
KS,Smoking During Pregnancy,2019,8.5
KS,Smoking During Pregnancy,2020,8.2
KS,Smoking During Pregnancy,2021,6.9
KS,Smoking During Pregnancy,2022,5.5
KS,Smoking During Pregnancy,2023,4.9
KS,Unemployment,2018,3.9
KS,Unemployment,2019,3.8
KS,Unemployment,2020,4.1
KS,Unemployment,2021,4.4
KS,Unemployment,2022,3.6
KS,Unemployment,2023,3.3
KS,Uninsured Women,2018,13.4
KS,Uninsured Women,2019,14.4
KS,Uninsured Women,2020,13.7
KS,Uninsured Women,2021,13.0
KS,Uninsured Women,2022,11.9
KS,Uninsured Women,2023,11.0
KS,Unintended Pregnancy,2018,27.8
KS,Unintended Pregnancy,2019,30.8
KS,Unintended Pregnancy,2020,32.7
KS,Unintended Pregnancy,2021,25.6
KS,Unintended Pregnancy,2022,29.0
KS,Unintended Pregnancy,2023,29.0
KS,Voter Participation (Average),2018,61.3
KS,Voter Participation (Average),2019,61.3
KS,Voter Participation (Average),2020,62.6
KS,Voter Participation (Average),2021,62.6
KS,Voter Participation (Average),2022,62.6
KS,Voter Participation (Average),2023,65.1
KS,WIC Coverage,2018,45.2
KS,WIC Coverage,2019,44.1
KS,WIC Coverage,2020,43.0
KS,WIC Coverage,2021,44.3
KS,WIC Coverage,2022,45.6
KS,WIC Coverage,2023,45.6
KS,Well-Woman Visit,2018,71.5
KS,Well-Woman Visit,2019,72.0
KS,Well-Woman Visit,2020,72.2
KS,Well-Woman Visit,2021,73.1
KS,Well-Woman Visit,2022,73.1
KS,Well-Woman Visit,2023,74.2
KS,Women's Health Providers,2018,39.1
KS,Women's Health Providers,2019,39.1
KS,Women's Health Providers,2020,40.3
KS,Women's Health Providers,2021,41.4
KS,Women's Health Providers,2022,39.0
KS,Women's Health Providers,2023,41.0
KY,Adequate Prenatal Care,2018,80.7
KY,Adequate Prenatal Care,2019,81.0
KY,Adequate Prenatal Care,2020,78.9
KY,Adequate Prenatal Care,2021,79.4
KY,Adequate Prenatal Care,2022,79.3
KY,Adequate Prenatal Care,2023,79.0
KY,Avoided Care Due to Cost,2018,12.6
KY,Avoided Care Due to Cost,2019,12.1
KY,Avoided Care Due to Cost,2020,10.45
KY,Avoided Care Due to Cost,2021,8.8
KY,Avoided Care Due to Cost,2022,10.0
KY,Avoided Care Due to Cost,2023,10.0
KY,Cervical Cancer Screening,2018,83.8
KY,Cervical Cancer Screening,2019,75.9
KY,Cervical Cancer Screening,2020,68.0
KY,Cervical Cancer Screening,2021,60.1
KY,Cervical Cancer Screening,2022,52.2
KY,Cervical Cancer Screening,2023,52.2
KY,Concentrated Disadvantage,2018,29.9
KY,Concentrated Disadvantage,2019,29.9
KY,Concentrated Disadvantage,2020,29.9
KY,Concentrated Disadvantage,2021,29.9
KY,Concentrated Disadvantage,2022,29.9
KY,Concentrated Disadvantage,2023,29.3
KY,Food Insecurity,2018,13.8
KY,Food Insecurity,2019,13.8
KY,Food Insecurity,2020,13.8
KY,Food Insecurity,2021,14.5
KY,Food Insecurity,2022,14.5
KY,Food Insecurity,2023,14.5
KY,Gender Pay Gap,2018,78.3
KY,Gender Pay Gap,2019,78.6
KY,Gender Pay Gap,2020,78.75
KY,Gender Pay Gap,2021,78.9
KY,Gender Pay Gap,2022,79.2
KY,Gender Pay Gap,2023,81.6
KY,Infant Child Care Affordability,2018,8.2
KY,Infant Child Care Affordability,2019,9.4
KY,Infant Child Care Affordability,2020,9.2
KY,Infant Child Care Affordability,2021,8.8
KY,Infant Child Care Affordability,2022,10.9
KY,Infant Child Care Affordability,2023,10.3
KY,Infant Mortality,2018,5.5
KY,Infant Mortality,2019,5.7
KY,Infant Mortality,2020,5.7
KY,Infant Mortality,2021,6.0
KY,Infant Mortality,2022,6.0
KY,Infant Mortality,2023,6.2
KY,Low Birth Weight,2018,8.9
KY,Low Birth Weight,2019,8.7
KY,Low Birth Weight,2020,8.5
KY,Low Birth Weight,2021,9.1
KY,Low Birth Weight,2022,8.9
KY,Low Birth Weight,2023,8.8
KY,Low-Risk Cesarean Delivery,2018,27.8
KY,Low-Risk Cesarean Delivery,2019,26.8
KY,Low-Risk Cesarean Delivery,2020,27.7
KY,Low-Risk Cesarean Delivery,2021,27.3
KY,Low-Risk Cesarean Delivery,2022,27.3
KY,Low-Risk Cesarean Delivery,2023,27.2
KY,Maternal Mortality,2018,34.6
KY,Maternal Mortality,2019,34.6
KY,Maternal Mortality,2020,34.6
KY,Maternal Mortality,2021,34.6
KY,Maternal Mortality,2022,34.6
KY,Maternal Mortality,2023,31.4
KY,Maternity Care Desert,2018,15.6
KY,Maternity Care Desert,2019,15.6
KY,Maternity Care Desert,2020,15.6
KY,Maternity Care Desert,2021,15.6
KY,Maternity Care Desert,2022,15.6
KY,Maternity Care Desert,2023,15.6
KY,Maternity Practices Score,2018,68.0
KY,Maternity Practices Score,2019,70.5
KY,Maternity Practices Score,2020,73.0
KY,Maternity Practices Score,2021,73.5
KY,Maternity Practices Score,2022,74.0
KY,Maternity Practices Score,2023,74.0
KY,Neonatal Mortality,2018,3.5
KY,Neonatal Mortality,2019,3.5
KY,Neonatal Mortality,2020,3.7
KY,Neonatal Mortality,2021,3.4
KY,Neonatal Mortality,2022,3.6
KY,Neonatal Mortality,2023,3.6
KY,Postpartum Depression,2018,14.0
KY,Postpartum Depression,2019,13.9
KY,Postpartum Depression,2020,13.9
KY,Postpartum Depression,2021,15.75
KY,Postpartum Depression,2022,17.6
KY,Postpartum Depression,2023,15.0
KY,Postpartum Visit,2018,88.5
KY,Postpartum Visit,2019,89.2
KY,Postpartum Visit,2020,86.0
KY,Postpartum Visit,2021,87.9
KY,Postpartum Visit,2022,89.8
KY,Postpartum Visit,2023,89.1
KY,Poverty,2018,16.4
KY,Poverty,2019,16.2
KY,Poverty,2020,16.45
KY,Poverty,2021,16.7
KY,Poverty,2022,17.0
KY,Poverty,2023,16.9
KY,Severe Maternal Morbidity,2018,75.2
KY,Severe Maternal Morbidity,2019,70.0
KY,Severe Maternal Morbidity,2020,79.0
KY,Severe Maternal Morbidity,2021,97.6
KY,Severe Maternal Morbidity,2022,86.1
KY,Severe Maternal Morbidity,2023,86.1
KY,Smoking During Pregnancy,2018,17.1
KY,Smoking During Pregnancy,2019,15.3
KY,Smoking During Pregnancy,2020,14.8
KY,Smoking During Pregnancy,2021,12.7
KY,Smoking During Pregnancy,2022,10.5
KY,Smoking During Pregnancy,2023,8.7
KY,Unemployment,2018,5.4
KY,Unemployment,2019,4.8
KY,Unemployment,2020,5.1
KY,Unemployment,2021,5.4
KY,Unemployment,2022,4.3
KY,Unemployment,2023,4.1
KY,Uninsured Women,2018,7.6
KY,Uninsured Women,2019,9.1
KY,Uninsured Women,2020,8.0
KY,Uninsured Women,2021,6.9
KY,Uninsured Women,2022,7.3
KY,Uninsured Women,2023,7.0
KY,Unintended Pregnancy,2018,30.9
KY,Unintended Pregnancy,2019,33.0
KY,Unintended Pregnancy,2020,33.8
KY,Unintended Pregnancy,2021,31.45
KY,Unintended Pregnancy,2022,29.1
KY,Unintended Pregnancy,2023,29.1
KY,Voter Participation (Average),2018,61.2
KY,Voter Participation (Average),2019,61.2
KY,Voter Participation (Average),2020,60.4
KY,Voter Participation (Average),2021,60.4
KY,Voter Participation (Average),2022,60.4
KY,Voter Participation (Average),2023,60.0
KY,WIC Coverage,2018,55.0
KY,WIC Coverage,2019,53.25
KY,WIC Coverage,2020,51.5
KY,WIC Coverage,2021,59.2
KY,WIC Coverage,2022,63.1
KY,WIC Coverage,2023,63.1
KY,Well-Woman Visit,2018,72.9
KY,Well-Woman Visit,2019,72.9
KY,Well-Woman Visit,2020,72.8
KY,Well-Woman Visit,2021,73.5
KY,Well-Woman Visit,2022,73.5
KY,Well-Woman Visit,2023,73.9
KY,Women's Health Providers,2018,41.7
KY,Women's Health Providers,2019,41.7
KY,Women's Health Providers,2020,42.1
KY,Women's Health Providers,2021,42.4
KY,Women's Health Providers,2022,39.4
KY,Women's Health Providers,2023,39.7
LA,Adequate Prenatal Care,2018,78.0
LA,Adequate Prenatal Care,2019,78.6
LA,Adequate Prenatal Care,2020,76.9
LA,Adequate Prenatal Care,2021,75.8
LA,Adequate Prenatal Care,2022,74.6
LA,Adequate Prenatal Care,2023,75.1
LA,Avoided Care Due to Cost,2018,14.8
LA,Avoided Care Due to Cost,2019,14.8
LA,Avoided Care Due to Cost,2020,13.2
LA,Avoided Care Due to Cost,2021,11.6
LA,Avoided Care Due to Cost,2022,12.1
LA,Avoided Care Due to Cost,2023,11.5
LA,Cervical Cancer Screening,2018,86.5
LA,Cervical Cancer Screening,2019,79.3
LA,Cervical Cancer Screening,2020,72.1
LA,Cervical Cancer Screening,2021,64.9
LA,Cervical Cancer Screening,2022,57.7
LA,Cervical Cancer Screening,2023,57.7
LA,Concentrated Disadvantage,2018,43.5
LA,Concentrated Disadvantage,2019,43.5
LA,Concentrated Disadvantage,2020,43.5
LA,Concentrated Disadvantage,2021,43.5
LA,Concentrated Disadvantage,2022,43.5
LA,Concentrated Disadvantage,2023,43.8
LA,Food Insecurity,2018,14.8
LA,Food Insecurity,2019,14.8
LA,Food Insecurity,2020,15.2
LA,Food Insecurity,2021,15.2
LA,Food Insecurity,2022,15.2
LA,Food Insecurity,2023,16.2
LA,Gender Pay Gap,2018,69.2
LA,Gender Pay Gap,2019,71.3
LA,Gender Pay Gap,2020,71.69999999999999
LA,Gender Pay Gap,2021,72.1
LA,Gender Pay Gap,2022,74.8
LA,Gender Pay Gap,2023,71.2
LA,Infant Child Care Affordability,2018,8.6
LA,Infant Child Care Affordability,2019,9.5
LA,Infant Child Care Affordability,2020,9.4
LA,Infant Child Care Affordability,2021,9.0
LA,Infant Child Care Affordability,2022,8.8
LA,Infant Child Care Affordability,2023,8.4
LA,Infant Mortality,2018,7.8
LA,Infant Mortality,2019,7.8
LA,Infant Mortality,2020,7.4
LA,Infant Mortality,2021,7.4
LA,Infant Mortality,2022,7.3
LA,Infant Mortality,2023,7.3
LA,Low Birth Weight,2018,10.8
LA,Low Birth Weight,2019,10.8
LA,Low Birth Weight,2020,10.9
LA,Low Birth Weight,2021,11.3
LA,Low Birth Weight,2022,11.5
LA,Low Birth Weight,2023,11.3
LA,Low-Risk Cesarean Delivery,2018,29.3
LA,Low-Risk Cesarean Delivery,2019,28.5
LA,Low-Risk Cesarean Delivery,2020,29.4
LA,Low-Risk Cesarean Delivery,2021,29.8
LA,Low-Risk Cesarean Delivery,2022,27.9
LA,Low-Risk Cesarean Delivery,2023,28.3
LA,Maternal Mortality,2018,37.3
LA,Maternal Mortality,2019,37.3
LA,Maternal Mortality,2020,37.3
LA,Maternal Mortality,2021,37.3
LA,Maternal Mortality,2022,37.3
LA,Maternal Mortality,2023,40.7
LA,Maternity Care Desert,2018,5.4
LA,Maternity Care Desert,2019,5.4
LA,Maternity Care Desert,2020,5.4
LA,Maternity Care Desert,2021,5.4
LA,Maternity Care Desert,2022,5.4
LA,Maternity Care Desert,2023,5.4
LA,Maternity Practices Score,2018,75.0
LA,Maternity Practices Score,2019,78.0
LA,Maternity Practices Score,2020,81.0
LA,Maternity Practices Score,2021,81.5
LA,Maternity Practices Score,2022,82.0
LA,Maternity Practices Score,2023,82.0
LA,Neonatal Mortality,2018,4.7
LA,Neonatal Mortality,2019,4.6
LA,Neonatal Mortality,2020,4.6
LA,Neonatal Mortality,2021,4.0
LA,Neonatal Mortality,2022,3.9
LA,Neonatal Mortality,2023,3.9
LA,Postpartum Depression,2018,15.9
LA,Postpartum Depression,2019,19.3
LA,Postpartum Depression,2020,16.8
LA,Postpartum Depression,2021,12.1
LA,Postpartum Depression,2022,9.65
LA,Postpartum Depression,2023,7.2
LA,Postpartum Visit,2018,88.9
LA,Postpartum Visit,2019,88.9
LA,Postpartum Visit,2020,86.3
LA,Postpartum Visit,2021,89.1
LA,Postpartum Visit,2022,92.4
LA,Postpartum Visit,2023,95.7
LA,Poverty,2018,18.1
LA,Poverty,2019,19.0
LA,Poverty,2020,19.2
LA,Poverty,2021,19.4
LA,Poverty,2022,19.0
LA,Poverty,2023,19.4
LA,Severe Maternal Morbidity,2018,71.7
LA,Severe Maternal Morbidity,2019,74.9
LA,Severe Maternal Morbidity,2020,81.5
LA,Severe Maternal Morbidity,2021,85.2
LA,Severe Maternal Morbidity,2022,81.1
LA,Severe Maternal Morbidity,2023,81.1
LA,Smoking During Pregnancy,2018,6.2
LA,Smoking During Pregnancy,2019,5.1
LA,Smoking During Pregnancy,2020,5.0
LA,Smoking During Pregnancy,2021,4.4
LA,Smoking During Pregnancy,2022,3.3
LA,Smoking During Pregnancy,2023,2.9
LA,Unemployment,2018,6.6
LA,Unemployment,2019,5.5
LA,Unemployment,2020,6.55
LA,Unemployment,2021,7.6
LA,Unemployment,2022,5.4
LA,Unemployment,2023,4.9
LA,Uninsured Women,2018,10.5
LA,Uninsured Women,2019,11.6
LA,Uninsured Women,2020,10.35
LA,Uninsured Women,2021,9.1
LA,Uninsured Women,2022,8.0
LA,Uninsured Women,2023,8.6
LA,Unintended Pregnancy,2018,41.3
LA,Unintended Pregnancy,2019,40.5
LA,Unintended Pregnancy,2020,40.4
LA,Unintended Pregnancy,2021,36.8
LA,Unintended Pregnancy,2022,36.8
LA,Unintended Pregnancy,2023,36.8
LA,Voter Participation (Average),2018,55.9
LA,Voter Participation (Average),2019,55.9
LA,Voter Participation (Average),2020,55.1
LA,Voter Participation (Average),2021,55.1
LA,Voter Participation (Average),2022,55.1
LA,Voter Participation (Average),2023,53.1
LA,WIC Coverage,2018,45.7
LA,WIC Coverage,2019,40.1
LA,WIC Coverage,2020,34.5
LA,WIC Coverage,2021,34.0
LA,WIC Coverage,2022,33.5
LA,WIC Coverage,2023,33.5
LA,Well-Woman Visit,2018,77.2
LA,Well-Woman Visit,2019,78.0
LA,Well-Woman Visit,2020,78.0
LA,Well-Woman Visit,2021,76.6
LA,Well-Woman Visit,2022,80.3
LA,Well-Woman Visit,2023,80.3
LA,Women's Health Providers,2018,40.0
LA,Women's Health Providers,2019,40.0
LA,Women's Health Providers,2020,40.2
LA,Women's Health Providers,2021,40.9
LA,Women's Health Providers,2022,39.1
LA,Women's Health Providers,2023,41.3
MA,Adequate Prenatal Care,2018,83.4
MA,Adequate Prenatal Care,2019,84.7
MA,Adequate Prenatal Care,2020,78.0
MA,Adequate Prenatal Care,2021,80.2
MA,Adequate Prenatal Care,2022,78.8
MA,Adequate Prenatal Care,2023,81.6
MA,Avoided Care Due to Cost,2018,8.8
MA,Avoided Care Due to Cost,2019,8.7
MA,Avoided Care Due to Cost,2020,7.949999999999999
MA,Avoided Care Due to Cost,2021,7.2
MA,Avoided Care Due to Cost,2022,7.1
MA,Avoided Care Due to Cost,2023,7.1
MA,Cervical Cancer Screening,2018,80.9
MA,Cervical Cancer Screening,2019,74.35000000000001
MA,Cervical Cancer Screening,2020,67.80000000000001
MA,Cervical Cancer Screening,2021,61.25
MA,Cervical Cancer Screening,2022,54.7
MA,Cervical Cancer Screening,2023,54.7
MA,Concentrated Disadvantage,2018,19.2
MA,Concentrated Disadvantage,2019,19.2
MA,Concentrated Disadvantage,2020,19.2
MA,Concentrated Disadvantage,2021,19.2
MA,Concentrated Disadvantage,2022,19.2
MA,Concentrated Disadvantage,2023,21.1
MA,Food Insecurity,2018,8.4
MA,Food Insecurity,2019,8.4
MA,Food Insecurity,2020,8.5
MA,Food Insecurity,2021,8.5
MA,Food Insecurity,2022,8.5
MA,Food Insecurity,2023,9.3
MA,Gender Pay Gap,2018,83.3
MA,Gender Pay Gap,2019,81.3
MA,Gender Pay Gap,2020,83.4
MA,Gender Pay Gap,2021,85.5
MA,Gender Pay Gap,2022,84.1
MA,Gender Pay Gap,2023,85.9
MA,Infant Child Care Affordability,2018,16.8
MA,Infant Child Care Affordability,2019,16.4
MA,Infant Child Care Affordability,2020,16.0
MA,Infant Child Care Affordability,2021,16.2
MA,Infant Child Care Affordability,2022,14.6
MA,Infant Child Care Affordability,2023,15.9
MA,Infant Mortality,2018,4.0
MA,Infant Mortality,2019,3.8
MA,Infant Mortality,2020,3.6
MA,Infant Mortality,2021,3.6
MA,Infant Mortality,2022,3.3
MA,Infant Mortality,2023,3.3
MA,Low Birth Weight,2018,7.6
MA,Low Birth Weight,2019,7.6
MA,Low Birth Weight,2020,7.4
MA,Low Birth Weight,2021,7.5
MA,Low Birth Weight,2022,7.8
MA,Low Birth Weight,2023,7.6
MA,Low-Risk Cesarean Delivery,2018,25.4
MA,Low-Risk Cesarean Delivery,2019,24.8
MA,Low-Risk Cesarean Delivery,2020,26.4
MA,Low-Risk Cesarean Delivery,2021,26.0
MA,Low-Risk Cesarean Delivery,2022,27.3
MA,Low-Risk Cesarean Delivery,2023,27.5
MA,Maternal Mortality,2018,16.4
MA,Maternal Mortality,2019,14.4
MA,Maternal Mortality,2020,14.4
MA,Maternal Mortality,2021,14.4
MA,Maternal Mortality,2022,14.4
MA,Maternal Mortality,2023,14.4
MA,Maternity Care Desert,2018,0.0
MA,Maternity Care Desert,2019,0.0
MA,Maternity Care Desert,2020,0.0
MA,Maternity Care Desert,2021,0.0
MA,Maternity Care Desert,2022,0.0
MA,Maternity Care Desert,2023,0.0
MA,Maternity Practices Score,2018,86.0
MA,Maternity Practices Score,2019,85.5
MA,Maternity Practices Score,2020,85.0
MA,Maternity Practices Score,2021,86.5
MA,Maternity Practices Score,2022,88.0
MA,Maternity Practices Score,2023,88.0
MA,Neonatal Mortality,2018,3.0
MA,Neonatal Mortality,2019,2.8
MA,Neonatal Mortality,2020,2.6
MA,Neonatal Mortality,2021,2.6
MA,Neonatal Mortality,2022,2.3
MA,Neonatal Mortality,2023,2.3
MA,Postpartum Depression,2018,10.3
MA,Postpartum Depression,2019,10.2
MA,Postpartum Depression,2020,10.0
MA,Postpartum Depression,2021,10.4
MA,Postpartum Depression,2022,10.0
MA,Postpartum Depression,2023,10.4
MA,Postpartum Visit,2018,93.3
MA,Postpartum Visit,2019,92.9
MA,Postpartum Visit,2020,90.3
MA,Postpartum Visit,2021,92.6
MA,Postpartum Visit,2022,92.8
MA,Postpartum Visit,2023,93.1
MA,Poverty,2018,10.7
MA,Poverty,2019,10.3
MA,Poverty,2020,10.9
MA,Poverty,2021,11.5
MA,Poverty,2022,11.7
MA,Poverty,2023,11.3
MA,Severe Maternal Morbidity,2018,105.2
MA,Severe Maternal Morbidity,2019,100.1
MA,Severe Maternal Morbidity,2020,107.2
MA,Severe Maternal Morbidity,2021,117.5
MA,Severe Maternal Morbidity,2022,111.0
MA,Severe Maternal Morbidity,2023,111.0
MA,Smoking During Pregnancy,2018,4.3
MA,Smoking During Pregnancy,2019,3.9
MA,Smoking During Pregnancy,2020,3.5
MA,Smoking During Pregnancy,2021,2.8
MA,Smoking During Pregnancy,2022,2.2
MA,Smoking During Pregnancy,2023,1.7
MA,Unemployment,2018,4.9
MA,Unemployment,2019,3.9
MA,Unemployment,2020,5.25
MA,Unemployment,2021,6.6
MA,Unemployment,2022,4.1
MA,Unemployment,2023,3.9
MA,Uninsured Women,2018,3.5
MA,Uninsured Women,2019,3.6
MA,Uninsured Women,2020,3.25
MA,Uninsured Women,2021,2.9
MA,Uninsured Women,2022,2.7
MA,Uninsured Women,2023,3.3
MA,Unintended Pregnancy,2018,21.7
MA,Unintended Pregnancy,2019,23.8
MA,Unintended Pregnancy,2020,19.5
MA,Unintended Pregnancy,2021,19.5
MA,Unintended Pregnancy,2022,17.7
MA,Unintended Pregnancy,2023,17.7
MA,Voter Participation (Average),2018,60.9
MA,Voter Participation (Average),2019,60.9
MA,Voter Participation (Average),2020,61.5
MA,Voter Participation (Average),2021,61.5
MA,Voter Participation (Average),2022,61.5
MA,Voter Participation (Average),2023,62.8
MA,WIC Coverage,2018,62.2
MA,WIC Coverage,2019,61.3
MA,WIC Coverage,2020,60.4
MA,WIC Coverage,2021,62.6
MA,WIC Coverage,2022,67.2
MA,WIC Coverage,2023,67.2
MA,Well-Woman Visit,2018,77.0
MA,Well-Woman Visit,2019,77.8
MA,Well-Woman Visit,2020,77.8
MA,Well-Woman Visit,2021,76.2
MA,Well-Woman Visit,2022,79.2
MA,Well-Woman Visit,2023,79.2
MA,Women's Health Providers,2018,63.3
MA,Women's Health Providers,2019,63.3
MA,Women's Health Providers,2020,64.6
MA,Women's Health Providers,2021,64.9
MA,Women's Health Providers,2022,58.6
MA,Women's Health Providers,2023,59.7
MD,Adequate Prenatal Care,2018,72.6
MD,Adequate Prenatal Care,2019,74.3
MD,Adequate Prenatal Care,2020,71.4
MD,Adequate Prenatal Care,2021,73.4
MD,Adequate Prenatal Care,2022,73.0
MD,Adequate Prenatal Care,2023,74.5
MD,Avoided Care Due to Cost,2018,11.2
MD,Avoided Care Due to Cost,2019,10.9
MD,Avoided Care Due to Cost,2020,9.8
MD,Avoided Care Due to Cost,2021,8.7
MD,Avoided Care Due to Cost,2022,8.8
MD,Avoided Care Due to Cost,2023,9.6
MD,Cervical Cancer Screening,2018,79.3
MD,Cervical Cancer Screening,2019,72.375
MD,Cervical Cancer Screening,2020,65.45
MD,Cervical Cancer Screening,2021,58.525
MD,Cervical Cancer Screening,2022,51.6
MD,Cervical Cancer Screening,2023,51.6
MD,Concentrated Disadvantage,2018,21.9
MD,Concentrated Disadvantage,2019,21.9
MD,Concentrated Disadvantage,2020,21.9
MD,Concentrated Disadvantage,2021,21.9
MD,Concentrated Disadvantage,2022,21.9
MD,Concentrated Disadvantage,2023,21.6
MD,Food Insecurity,2018,9.2
MD,Food Insecurity,2019,9.2
MD,Food Insecurity,2020,9.5
MD,Food Insecurity,2021,9.5
MD,Food Insecurity,2022,9.5
MD,Food Insecurity,2023,10.4
MD,Gender Pay Gap,2018,86.0
MD,Gender Pay Gap,2019,88.2
MD,Gender Pay Gap,2020,86.9
MD,Gender Pay Gap,2021,85.6
